,序号,类别代号,产品分类,产品名称,判定结果,不合格项目分类,不合格项目,不合格规范列,检测数值,法规限制,规格型号,商标,生产日期,生产企业名称,生产企业地址,生产省份代码,生产省份,抽样单位名称,抽样单位代码,抽样单位地址,通报时间,通报文号,通报单位,措施,来源链接,来源链接.1,检验项目,抽检代码,抽检级别,检验机构,标准,备注
39,40,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,51.8,≤20μg/kg,/,/,2022-06-11,桂平市江口镇岭南村金盛香油坊,广西贵港市桂平市江口镇岭南村岭头儿屯45号,15,广西,桂平市江口镇岭南村金盛香油坊,15,广西贵港市桂平市江口镇岭南村岭头儿屯45号,2022-12-28,2022年第11期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959667.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
40,41,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,50.9,≤20μg/kg,/,/,2022-07-02,桂平市麻垌镇阿海油坊,广西桂平市麻垌镇麻垌街五街陈义受出租屋,15,广西,桂平市麻垌镇阿海油坊,15,广西桂平市麻垌镇麻垌街五街陈义受出租屋,2022-12-28,2022年第11期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959667.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
41,42,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,32.3,≤20μg/kg,/,/,2022-07-01,贵港市港北区进喜食用油经营部,贵港市港北区贵城镇三合新庄1173号（江北大道中路38号粮食大厦旁）,15,广西,贵港市港北区进喜食用油经营部,15,贵港市港北区贵城镇三合新庄1173号（江北大道中路38号粮食大厦旁）,2022-12-28,2022年第11期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959667.shtml,,3,市抽,广西壮族自治区产品质量检验研究院,GB 2761-2017,
42,43,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,40.9,≤20μg/kg,/,/,2022-06-30,桂平市麻垌镇亚辉油坊,广西桂平市麻垌镇西街黄鸿凯屋,15,广西,桂平市麻垌镇亚辉油坊,15,广西桂平市麻垌镇西街黄鸿凯屋,2022-12-28,2022年第11期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959667.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
43,44,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,73,≤20μg/kg,/,/,2022-07-01,桂平市石咀镇泰兴油房,广西桂平市石咀镇南街林家贤屋,15,广西,桂平市石咀镇泰兴油房,15,广西桂平市石咀镇南街林家贤屋,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
44,45,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,28.5,≤20μg/kg,/,/,2022-07-08,桂平市罗秀镇冲天门油房,广西桂平市罗秀镇新垌村,15,广西,桂平市罗秀镇冲天门油房,15,广西桂平市罗秀镇新垌村,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
45,46,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,33.3,≤20μg/kg,/,/,2022-07-10,桂平市何延模粮油店,广西贵港市桂平市西山镇长安村岭口屯路口,15,广西,桂平市何延模粮油店,15,广西贵港市桂平市西山镇长安村岭口屯路口,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
46,47,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,58.7,≤20μg/kg,/,/,2022-06-30,桂平市油麻镇四季常旺油坊,广西省桂平市油麻镇勒竹村13队,15,广西,桂平市油麻镇四季常旺油坊,15,广西省桂平市油麻镇勒竹村13队,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
47,48,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,28.7,≤20μg/kg,/,/,2022-06-07,桂平市垌心乡班海燕油房,广西贵港市桂平市垌心乡派出所斜对面,15,广西,桂平市垌心乡班海燕油房,15,广西贵港市桂平市垌心乡派出所斜对面,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
48,49,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,51.8,≤20μg/kg,/,/,2022-06-11,桂平市江口镇岭南村金盛香油坊,广西贵港市桂平市江口镇岭南村岭头儿屯45号,15,广西,桂平市江口镇岭南村金盛香油坊,15,广西贵港市桂平市江口镇岭南村岭头儿屯45号,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
49,50,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,50.9,≤20μg/kg,/,/,2022-07-02,桂平市麻垌镇阿海油坊,广西桂平市麻垌镇麻垌街五街陈义受出租屋,15,广西,桂平市麻垌镇阿海油坊,15,广西桂平市麻垌镇麻垌街五街陈义受出租屋,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
50,51,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,32.3,≤20μg/kg,/,/,2022-07-01,贵港市港北区进喜食用油经营部,贵港市港北区贵城镇三合新庄1173号（江北大道中路38号粮食大厦旁）,15,广西,贵港市港北区进喜食用油经营部,15,贵港市港北区贵城镇三合新庄1173号（江北大道中路38号粮食大厦旁）,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西壮族自治区产品质量检验研究院,GB 2761-2017,
51,52,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,40.9,≤20μg/kg,/,/,2022-06-30,桂平市麻垌镇亚辉油坊,广西桂平市麻垌镇西街黄鸿凯屋,15,广西,桂平市麻垌镇亚辉油坊,15,广西桂平市麻垌镇西街黄鸿凯屋,2022-12-28,2022年第10期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14959554.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
52,53,31,餐饮环节产品-->其他餐饮环节产品,油炸花生(自制),不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,36.8μg/kg,≤20μg/kg,/,/,2022-10-31,/,/,14,四川,遂宁市河东新区水浒庄餐馆,14,遂宁市河东新区五彩缤纷路东海岸G栋1单元103号,2022-12-27,2022年21号,遂宁市场监管局,,,https://scjgj.suining.gov.cn/web/gkml_jgj/ml_zxta/-/articles/41739699.shtml,,3,市抽,成都海关技术中心,,
53,54,31,餐饮环节产品-->其他餐饮环节产品,油炸花生(自制),不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,36.8μg/kg,≤20μg/kg,/,/,2022-10-31,/,/,14,四川,遂宁市河东新区水浒庄餐馆,14,遂宁市河东新区五彩缤纷路东海岸G栋1单元103号,2022-12-27,2022年第21号,遂宁市场监管局,对上述监督抽检中发现的不合格产品，已告知生产经营者所在地区市场监管部门，要求按照《中华人民共和国食品安全法》、《食品安全抽样检验管理办法》等规定进行核查处置，责令违法生产经营者下架、召回不合格产品，彻查问题原因并全面整改。,,https://scjgj.suining.gov.cn/web/gkml_jgj/ml_zxta/-/articles/41739699.shtml,,3,市抽,成都海关技术中心,GB 2761-2017,
54,55,18,炒货及坚果制品-->坚果籽类,白皮花生,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,290μg/kg,≤20μg/kg,/,/,2022-10-10,/,/,0,不详,文山市明昌农副产品经营部,13,云南省文山壮族苗族自治州文山市开化街道恒丰农贸市场商铺E5第7间,2022-12-27,2022年第49期,云南市场监管局,对抽检中发现的不合格产品，企业所在地市场监管部门已依法开展核查处置，督促企业履行法定义务，采取下架召回不合格产品等措施及时控制风险；查明生产经营不合格产品的批次、数量和原因，对违法行为依法处理；核查处置工作完成后及时向社会公开。,http://news.foodmate.net/2022/12/649948.html,http://amr.yn.gov.cn/info/1057/28655.htm,,2,省抽,云南云测质量检验有限公司,GB 2761-2017,/
55,56,18,炒货及坚果制品-->坚果籽类制品,五香花生,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,99.6μg/kg,≤20μg/kg,140克/袋,傻明及图形商标,2022-09-05,标称生产企业名称：苏州市隆晨食品有限公司；委托生产企业名称：苏州傻明食品有限公司,标称生产企业地址：江苏省苏州市常熟市支塘镇何市东街2号；委托生产企业地址：常熟市支塘工业园,3,江苏,泰州市海陵区金洋食品商行,3,江苏省泰州市海陵区兴丰西路7号3幢18、20、22、24室,2022-12-27,2022年第55期,江苏市场监管局,针对抽检中发现的不合格食品，省市场监督管理局已责成相关设区市市场监管部门立即组织开展处置工作，查清产品流向，督促企业采取下架召回不合格产品等措施控制风险，依法处理违法违规行为，及时将企业采取的风险防控措施和核查处置情况向社会公开。,http://news.foodmate.net/2022/12/649943.html,http://scjgj.jiangsu.gov.cn/art/2022/12/27/art_78970_10713602.html,,2,省抽,初检机构：江苏省理化测试中心；复检机构：江苏省食品药品监督检验研究院,GB 2761-2017,
56,57,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,23.2μg/kg,≤20μg/kg,500ml/瓶,/,2022-10-17,文昌市东阁镇豪记榨油厂,文昌市东阁镇东老市加油站旁,17,海南,文昌东阁豪记花生油加工店,17,文昌市东阁镇东阁圩中心北街东航路加油站旁,2022-12-27,2022年第35期,海南市场监管局,对抽检中发现的不合格产品，当地市场监管部门已经采取措施依法予以查处，并责令食用农产品集中交易市场开办者查清进货渠道、产地等信息并向相关部门报告，食品生产企业查清产品流向、召回不合格产品、分析原因进行整改，食用农产品销售者对不合格产品立即采取停止销售，食品经营环节有关单位立即采取下架等措施防控风险。不合格产品的风险防控措施以及核查处置结果将在相关市县市场监管部门网站予以公布。,http://news.foodmate.net/2022/12/649932.html,https://amr.hainan.gov.cn/zw/spcjxx/202212/t20221227_3336044.html,,2,省抽,谱尼测试集团股份有限公司,GB 2761-2017,
57,58,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,26.3,≤20μg/kg,/,/,2022-06-29,桂平市杨荣油坊,广西桂平市西山镇兴桂北路大起水果批发市场,15,广西,桂平市杨荣油坊,15,广西桂平市西山镇兴桂北路大起水果批发市场,2022-12-26,2022年第9期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14771787.shtml,,3,市抽,广西民生中检联检测有限公司,GB 2761-2017,
58,59,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,39.4,≤20μg/kg,/,/,2022-06-07,贵港市覃塘区敏哥油坊,贵港市覃塘区石卡镇石卡村圩边屯43号,15,广西,贵港市覃塘区敏哥油坊,15,贵港市覃塘区石卡镇石卡村圩边屯43号,2022-12-26,2022年第9期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14771787.shtml,,3,市抽,南宁海关技术中心,GB 2761-2017,
59,60,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,28.1,≤20μg/kg,/,/,2022-06-01,贵港市覃塘区石卡镇龙达油坊,贵港市覃塘区石卡镇旧城改造区肉食市场对面,15,广西,贵港市覃塘区石卡镇龙达油坊,15,贵港市覃塘区石卡镇旧城改造区肉食市场对面,2022-12-26,2022年第9期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14771787.shtml,,3,市抽,南宁海关技术中心,GB 2761-2017,
60,61,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,38.9,≤20μg/kg,/,/,2022-06-07,贵港市港南区新洪兴油坊,广西贵港市港南区木格镇新兴街72号,15,广西,贵港市港南区新洪兴油坊,15,广西贵港市港南区木格镇新兴街72号,2022-12-26,2022年第9期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14771787.shtml,,3,市抽,广电计量检测（南宁）有限公司,GB 2761-2017,
61,62,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,74.8,≤20μg/kg,/,/,2022-06-08,贵港市覃塘区谢雄运油坊,贵港市覃塘区东龙镇义合村步转屯209国道旁,15,广西,贵港市覃塘区谢雄运油坊,15,贵港市覃塘区东龙镇义合村步转屯209国道旁,2022-12-26,2022年第9期,贵港市场监管局,,,http://scjg.gxgg.gov.cn/cjxxgk/t14771787.shtml,,3,市抽,南宁海关技术中心,GB 2761-2017,
62,63,18,炒货及坚果制品-->坚果籽类,白皮花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,155μg/kg,≤20μg/kg,/,/,,/,/,0,不详,广陵区韩金玲农产品部,3,江苏省扬州市广陵区沙头镇人民南路99号（江苏联谊农副产品批发市场C9区63号）,2022-12-26,2022年第53期,江苏市场监管局,针对抽检中发现的不合格食品，省市场监督管理局已责成相关设区市市场监管部门立即组织开展处置工作，查清产品流向，督促企业采取下架召回不合格产品等措施控制风险，依法处理违法违规行为，及时将企业采取的风险防控措施和核查处置情况向社会公开。,http://news.foodmate.net/2022/12/649838.html,http://scjgj.jiangsu.gov.cn/art/2022/12/26/art_78970_10712787.html,,2,省抽,南京市产品质量监督检验院（南京市质量发展与先进技术应用研究院）,GB 2761-2017,
63,64,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B1,黄曲霉毒素B₁,48.0μg/kg,20μg/kg,/,/,2022-11-16,钦州市钦北区大寺镇庄二榨油坊,钦州市钦北区大寺镇中山兆一街3号,15,广西,钦州市钦北区大寺镇庄二榨油坊,15,钦州市钦北区大寺镇中山兆一街3号,2022-12-23,2022年第23期,钦州市场监管局,,,http://scjdglj.qinzhou.gov.cn/jdcjxx/202212/t20221223_3919110.html,,3,市抽,钦州市检验检测院,GB 2761-2017,
64,65,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,71.4,20,,/,2022-07-24,/,/,0,不详,如皋市家家乐超市福马加盟店,3,江苏省南通市如皋市城南街道新华村11组,2022-12-23,2022年第九期,南通市场监管局,,,http://scjgj.nantong.gov.cn/ntsgsj/sjspaqcjjg/content/ed99a8b5-c077-43ef-b275-274a87c1e27c.html,,3,市抽,,GB 2761-2017,
65,66,31,餐饮环节产品-->其他餐饮环节产品,盐灼花生,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,193μg/kg,20μg/kg,/,/,2022-03-29,/,/,27,贵州,贵阳市南明区磨砺火锅店,27,贵州省贵阳市南明区花果园后街彭家湾花果园项目E区第E5号楼1层19号房[花果园社区],2022-12-23,2022年第17期,贵阳市场监管局,,,http://amr.guiyang.gov.cn/zwgk/zdlyxxgk/spaq_5772411/202212/t20221223_77709024.html,,3,市抽,,GB 2761-2017,
